GENES,Patient 2177,Patient 2280,Patient 2556,Patient 2766,Patient 3196,Patient 3477
ENSG00000102230,None,Present,Present,None,None,None
ENSG00000102239,Present,Present,Present,Present,Present,Present
ENSG00000102241,None,None,None,None,None,None
ENSG00000102245,Present,None,None,None,None,None
ENSG00000102265,None,Present,Present,None,None,None
ENSG00000102271,Present,None,Present,None,None,None
ENSG00000102287,Present,None,None,Present,Present,Present
ENSG00000102290,Present,Present,Present,Present,Present,Present
ENSG00000102302,None,None,None,None,None,None
ENSG00000102312,None,None,None,None,Present,None
ENSG00000102313,None,None,None,None,None,None
ENSG00000102316,Present,Present,Present,Present,Present,Present
ENSG00000102317,None,Present,None,None,Present,None
ENSG00000102359,Present,Present,Present,Present,Present,Present
ENSG00000102362,Present,Present,Present,Present,Present,Present
ENSG00000102383,Present,Present,Present,Present,None,Present
ENSG00000102384,Present,Present,Present,Present,Present,Present
ENSG00000102385,None,Present,None,None,None,None
ENSG00000102387,None,None,Present,None,None,None
ENSG00000102390,None,Present,None,None,None,None
ENSG00000102393,None,None,None,None,None,None
ENSG00000102401,Present,Present,Present,Present,Present,Present
ENSG00000102409,None,None,Present,Present,None,None
ENSG00000102445,None,Present,None,Present,Present,Present
ENSG00000102452,Present,Present,Present,Present,Present,Present
ENSG00000102466,None,None,None,None,None,None
ENSG00000102468,None,None,None,None,None,None
ENSG00000102471,Present,Present,Present,Present,Present,Present
ENSG00000102524,Present,Present,Present,Present,Present,Present
ENSG00000102531,Present,Present,Present,Present,Present,Present
ENSG00000102547,Present,None,None,Present,Present,Present
ENSG00000102554,None,Present,None,Present,Present,Present
ENSG00000102572,Present,Present,Present,Present,Present,Present
ENSG00000102575,None,None,None,None,None,None
ENSG00000102580,Present,Present,Present,Present,Present,None
ENSG00000102595,None,None,None,None,None,None
ENSG00000102606,Present,Present,None,None,None,None
ENSG00000102678,Present,Present,Present,Present,Present,Present
ENSG00000102683,Present,Present,Present,Present,Present,Present
ENSG00000102699,Present,Present,Present,Present,Present,Present
ENSG00000102710,Present,Present,Present,Present,Present,Present
ENSG00000102738,Present,Present,Present,Present,None,Present
ENSG00000102743,Present,Present,Present,Present,Present,Present
ENSG00000102753,Present,Present,Present,Present,Present,Present
ENSG00000102755,Present,Present,None,Present,Present,None
ENSG00000102760,Present,Present,Present,Present,Present,Present
ENSG00000102763,Present,Present,Present,Present,None,Present
ENSG00000102780,Present,Present,Present,Present,Present,Present
ENSG00000102781,Present,Present,None,None,Present,Present
ENSG00000102786,None,Present,Present,None,None,None
ENSG00000102794,None,None,None,None,None,Present
ENSG00000102796,None,Present,Present,Present,Present,Present
ENSG00000102805,None,None,None,None,None,Present
ENSG00000102854,None,None,None,None,None,None
ENSG00000102858,Present,Present,Present,Present,Present,Present
ENSG00000102870,Present,Present,None,Present,Present,Present
ENSG00000102871,None,None,None,None,None,None
ENSG00000102879,Present,Present,None,Present,Present,Present
ENSG00000102882,Present,Present,Present,Present,None,Present
ENSG00000102886,None,None,None,Present,Present,None
ENSG00000102890,Present,Present,Present,Present,Present,Present
ENSG00000102898,None,Present,Present,Present,None,None
ENSG00000102900,None,Present,Present,Present,None,Present
ENSG00000102904,Present,Present,Present,Present,Present,Present
ENSG00000102910,None,Present,None,Present,None,None
ENSG00000102921,Present,Present,Present,Present,Present,Present
ENSG00000102931,Present,Present,Present,Present,Present,Present
ENSG00000102934,None,None,None,None,None,None
ENSG00000102935,None,None,None,None,None,None
ENSG00000102967,Present,Present,Present,Present,Present,Present
ENSG00000102970,Present,Present,Present,Present,Present,Present
ENSG00000102974,Present,Present,None,Present,Present,None
ENSG00000102977,None,Present,Present,Present,Present,Present
ENSG00000102978,Present,Present,Present,Present,Present,Present
ENSG00000102981,Present,Present,Present,Present,Present,Present
ENSG00000102984,None,None,Present,None,None,None
ENSG00000102996,Present,Present,None,Present,Present,Present
ENSG00000103005,None,None,None,Present,None,None
ENSG00000103018,Present,Present,Present,Present,Present,Present
ENSG00000103021,Present,Present,Present,Present,Present,Present
ENSG00000103023,Present,Present,Present,Present,Present,Present
ENSG00000103024,Present,Present,None,Present,Present,Present
ENSG00000103034,Present,Present,Present,Present,Present,None
ENSG00000103035,Present,Present,Present,Present,Present,Present
ENSG00000103037,Present,None,None,Present,None,None
ENSG00000103042,Present,Present,Present,Present,Present,Present
ENSG00000103043,None,None,None,None,None,None
ENSG00000103044,None,None,None,Present,None,None
ENSG00000103047,Present,Present,Present,Present,Present,Present
ENSG00000103051,Present,Present,None,Present,Present,Present
ENSG00000103056,None,Present,None,Present,Present,None
ENSG00000103061,Present,Present,Present,Present,Present,Present
ENSG00000103064,None,None,None,None,None,None
ENSG00000103066,Present,Present,Present,Present,Present,None
ENSG00000103067,Present,Present,Present,Present,Present,Present
ENSG00000103091,None,None,None,None,None,None
ENSG00000103111,Present,None,Present,None,None,None
ENSG00000103121,Present,Present,None,Present,Present,Present
ENSG00000103126,Present,Present,Present,Present,Present,Present
ENSG00000103148,None,Present,None,Present,None,None
ENSG00000103150,Present,Present,Present,Present,Present,Present
ENSG00000103152,None,None,None,None,None,None
ENSG00000103154,Present,Present,Present,Present,Present,Present
ENSG00000103175,Present,Present,Present,Present,Present,Present
ENSG00000103184,None,None,None,None,None,None
ENSG00000103187,None,None,None,None,None,None
ENSG00000103194,Present,Present,Present,Present,Present,Present
ENSG00000103196,Present,Present,Present,Present,Present,Present
ENSG00000103197,Present,Present,Present,Present,Present,Present
ENSG00000103199,Present,Present,Present,Present,Present,None
ENSG00000103202,Present,Present,Present,Present,Present,Present
ENSG00000103222,None,Present,None,None,None,None
ENSG00000103226,Present,Present,None,Present,Present,Present
ENSG00000103227,None,None,None,None,None,None
ENSG00000103241,None,None,None,None,None,None
ENSG00000103245,Present,Present,None,None,Present,Present
ENSG00000103248,None,None,None,None,None,None
ENSG00000103249,Present,Present,Present,Present,Present,Present
ENSG00000103254,Present,Present,Present,Present,Present,Present
ENSG00000103260,Present,Present,Present,Present,Present,Present
ENSG00000103264,None,Present,Present,Present,Present,Present
ENSG00000103266,Present,Present,Present,Present,Present,Present
ENSG00000103269,Present,Present,Present,Present,Present,Present
ENSG00000103274,Present,Present,Present,Present,Present,Present
ENSG00000103275,None,None,None,None,None,None
ENSG00000103310,None,Present,None,None,None,None
ENSG00000103316,Present,Present,None,Present,Present,Present
ENSG00000103319,None,None,None,None,None,None
ENSG00000103326,Present,Present,Present,Present,Present,Present
ENSG00000103335,None,None,None,None,None,None
ENSG00000103342,Present,Present,Present,None,Present,Present
ENSG00000103343,None,None,None,None,None,None
ENSG00000103351,Present,Present,Present,Present,Present,Present
ENSG00000103353,Present,Present,Present,Present,Present,Present
ENSG00000103356,Present,Present,Present,Present,Present,Present
ENSG00000103363,Present,Present,Present,Present,Present,None
ENSG00000103365,None,Present,None,None,Present,None
ENSG00000103375,None,None,None,Present,None,None
ENSG00000103381,Present,Present,None,Present,Present,None
ENSG00000103404,Present,Present,Present,Present,Present,Present
ENSG00000103415,Present,Present,Present,Present,Present,Present
ENSG00000103423,Present,Present,Present,Present,Present,Present
ENSG00000103426,None,None,None,Present,None,Present
ENSG00000103429,None,None,None,None,None,None
ENSG00000103449,Present,Present,Present,Present,Present,Present
ENSG00000103460,None,None,None,None,None,None
ENSG00000103479,Present,Present,None,Present,Present,Present
ENSG00000103485,Present,Present,Present,Present,Present,Present
ENSG00000103489,Present,Present,Present,Present,Present,Present
ENSG00000103490,None,Present,None,Present,None,Present
ENSG00000103494,Present,Present,Present,Present,Present,Present
ENSG00000103495,Present,Present,None,Present,None,Present
ENSG00000103496,Present,Present,Present,Present,Present,Present
ENSG00000103502,None,None,None,None,None,None
ENSG00000103507,Present,Present,Present,Present,Present,Present
ENSG00000103512,None,Present,None,Present,Present,Present
ENSG00000103522,None,None,None,Present,None,None
ENSG00000103528,Present,Present,Present,Present,Present,Present
ENSG00000103534,Present,Present,None,Present,Present,Present
ENSG00000103540,Present,Present,Present,Present,Present,Present
ENSG00000103544,None,Present,Present,Present,Present,Present
ENSG00000103546,Present,Present,Present,Present,Present,Present
ENSG00000103549,Present,None,None,Present,None,None
ENSG00000103550,None,None,None,Present,None,None
ENSG00000103591,Present,Present,Present,Present,Present,Present
ENSG00000103599,Present,Present,Present,Present,Present,Present
ENSG00000103642,Present,Present,Present,Present,Present,Present
ENSG00000103647,None,Present,None,None,None,None
ENSG00000103653,Present,Present,Present,None,Present,None
ENSG00000103657,None,None,None,None,None,None
ENSG00000103671,None,Present,None,Present,Present,Present
ENSG00000103707,Present,Present,None,Present,Present,Present
ENSG00000103710,Present,Present,None,None,None,None
ENSG00000103723,None,None,None,None,None,None
ENSG00000103740,Present,None,None,Present,None,None
ENSG00000103742,None,Present,None,None,None,None
ENSG00000103769,Present,Present,Present,Present,Present,Present
ENSG00000103811,Present,Present,Present,Present,Present,Present
ENSG00000103852,None,None,None,Present,None,Present
ENSG00000103855,None,Present,Present,Present,Present,Present
ENSG00000103876,Present,Present,Present,Present,Present,Present
ENSG00000103888,Present,Present,Present,None,Present,Present
ENSG00000103932,Present,Present,Present,Present,Present,Present
ENSG00000103942,Present,Present,Present,Present,Present,Present
ENSG00000103978,Present,Present,Present,Present,Present,Present
ENSG00000103994,Present,Present,None,Present,None,Present
ENSG00000103995,None,None,None,None,None,None
ENSG00000104043,Present,Present,Present,Present,Present,Present
ENSG00000104044,None,None,None,None,None,None
ENSG00000104047,Present,Present,None,Present,None,Present
ENSG00000104055,Present,Present,Present,Present,Present,Present
ENSG00000104059,Present,Present,Present,Present,Present,Present
ENSG00000104064,Present,Present,Present,Present,Present,Present
ENSG00000104067,None,Present,Present,Present,Present,Present
ENSG00000104081,None,Present,None,Present,Present,None
ENSG00000104093,Present,Present,None,Present,Present,Present
ENSG00000104112,None,None,Present,None,None,None
ENSG00000104129,None,None,None,None,None,None
ENSG00000104131,Present,Present,None,Present,Present,Present
ENSG00000104133,Present,Present,Present,Present,Present,Present
ENSG00000104140,None,None,None,None,None,None
ENSG00000104142,None,None,None,Present,None,None
ENSG00000104147,Present,Present,Present,Present,Present,Present
ENSG00000104154,None,None,None,None,None,None
ENSG00000104164,Present,Present,Present,Present,Present,Present
ENSG00000104177,Present,Present,None,Present,Present,Present
ENSG00000104205,Present,Present,Present,Present,Present,Present
ENSG00000104213,None,None,None,None,None,None
ENSG00000104219,None,None,None,None,None,None
