GENES,Patient 2177,Patient 2280,Patient 2556,Patient 2766,Patient 3196,Patient 3477
ENSG00000159217,Moderate,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000159224,Moderate,Moderate,Negative,Strong,Strong,Moderate
ENSG00000159251,Weak,Negative,Negative,Moderate,Moderate,Negative
ENSG00000159259,Strong,Strong,Moderate,Strong,Strong,Moderate
ENSG00000159263,Moderate,Moderate,Moderate,Weak,Moderate,Moderate
ENSG00000159363,Strong,Strong,Moderate,Moderate,Moderate,Strong
ENSG00000159387,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000159399,Weak,Negative,Negative,Weak,Weak,Negative
ENSG00000159409,Weak,Negative,Negative,Moderate,Negative,Weak
ENSG00000159433,Negative,Moderate,Moderate,Weak,Negative,Negative
ENSG00000159445,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000159450,Moderate,Moderate,Negative,Moderate,Moderate,Weak
ENSG00000159461,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000159479,Moderate,Moderate,Weak,Moderate,Weak,Weak
ENSG00000159527,Negative,Moderate,Weak,Weak,Negative,Weak
ENSG00000159579,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000159588,Negative,Negative,Negative,Moderate,Weak,Weak
ENSG00000159592,Moderate,Weak,Weak,Weak,Weak,Weak
ENSG00000159593,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000159596,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000159650,Moderate,Moderate,Moderate,Moderate,Strong,Moderate
ENSG00000159692,Negative,Moderate,Weak,Moderate,Weak,Negative
ENSG00000159871,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000159884,Negative,Strong,Negative,Moderate,Moderate,Negative
ENSG00000159915,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000159917,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000159921,Strong,Strong,Strong,Moderate,Moderate,Moderate
ENSG00000160049,Weak,Moderate,Negative,Moderate,Weak,Moderate
ENSG00000160050,Moderate,Weak,Moderate,Moderate,Weak,Moderate
ENSG00000160051,Negative,Negative,Negative,Moderate,Moderate,Weak
ENSG00000160058,Strong,Strong,Moderate,Strong,Strong,Moderate
ENSG00000160062,Moderate,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000160111,Moderate,Strong,Moderate,Strong,Moderate,Strong
ENSG00000160117,Negative,Negative,Negative,Moderate,Weak,Negative
ENSG00000160145,Strong,Strong,Weak,Strong,Moderate,Moderate
ENSG00000160161,Strong,Strong,Moderate,Moderate,Strong,Strong
ENSG00000160181,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000160183,Weak,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000160190,Moderate,Weak,Weak,Moderate,Moderate,Moderate
ENSG00000160193,Moderate,Weak,Negative,Negative,Negative,Negative
ENSG00000160194,Strong,Strong,Strong,Strong,Strong,Moderate
ENSG00000160200,Moderate,Moderate,Moderate,Weak,Moderate,Moderate
ENSG00000160207,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000160208,Weak,Moderate,Negative,Moderate,Weak,Moderate
ENSG00000160209,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000160213,Moderate,Strong,Weak,Moderate,Moderate,Moderate
ENSG00000160214,Negative,Weak,Negative,Moderate,Negative,Weak
ENSG00000160223,Moderate,Moderate,Moderate,Moderate,Strong,Moderate
ENSG00000160224,Moderate,Moderate,Moderate,Moderate,Weak,Moderate
ENSG00000160226,Moderate,Strong,Moderate,Strong,Moderate,Moderate
ENSG00000160233,Weak,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000160271,Moderate,Weak,Weak,Weak,Moderate,Negative
ENSG00000160282,Weak,Moderate,Weak,Negative,Strong,Weak
ENSG00000160284,Weak,Moderate,Weak,Weak,Weak,Moderate
ENSG00000160285,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000160294,Moderate,Strong,Weak,Moderate,Moderate,Strong
ENSG00000160299,Moderate,Strong,Moderate,Moderate,Negative,Weak
ENSG00000160310,Negative,Weak,Negative,Weak,Negative,Negative
ENSG00000160326,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000160396,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000160401,Weak,Weak,Negative,Negative,Weak,Negative
ENSG00000160408,Negative,Negative,Negative,Negative,Negative,Weak
ENSG00000160410,Moderate,Moderate,Strong,Strong,Negative,Moderate
ENSG00000160469,Negative,Weak,Negative,Moderate,Weak,Negative
ENSG00000160471,Negative,Moderate,Weak,Negative,Moderate,Negative
ENSG00000160472,Negative,Negative,Negative,Negative,Weak,Negative
ENSG00000160588,Weak,Strong,Moderate,Strong,Moderate,Strong
ENSG00000160654,Negative,Negative,Negative,Weak,Negative,Negative
ENSG00000160679,Moderate,Moderate,Weak,Moderate,Weak,Weak
ENSG00000160683,Weak,Weak,Negative,Moderate,Weak,Moderate
ENSG00000160685,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000160688,Moderate,Strong,Strong,Strong,Moderate,Moderate
ENSG00000160703,Weak,Negative,Weak,Moderate,Weak,Weak
ENSG00000160741,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000160752,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000160753,Weak,Strong,Moderate,Moderate,Strong,Moderate
ENSG00000160803,Negative,Weak,Moderate,Moderate,Weak,Weak
ENSG00000160808,Negative,Negative,Moderate,Moderate,Strong,Negative
ENSG00000160838,Negative,Moderate,Negative,Strong,Negative,Negative
ENSG00000160867,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000160868,Weak,Strong,Weak,Moderate,Moderate,Strong
ENSG00000160877,Weak,Moderate,Moderate,Weak,Negative,Negative
ENSG00000160886,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000160948,Weak,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000160949,Negative,Negative,Strong,Strong,Strong,Negative
ENSG00000160959,Weak,Moderate,Negative,Moderate,Moderate,Negative
ENSG00000160961,Weak,Weak,Negative,Negative,Negative,Negative
ENSG00000161021,Moderate,Strong,Moderate,Strong,Strong,Strong
ENSG00000161036,Negative,Negative,Negative,Negative,Weak,Negative
ENSG00000161048,Moderate,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000161057,Strong,Strong,Moderate,Strong,Moderate,Moderate
ENSG00000161249,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000161267,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000161270,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000161405,Weak,Moderate,Negative,Moderate,Negative,Negative
ENSG00000161533,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000161572,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000161647,Negative,Moderate,Negative,Negative,Negative,Moderate
ENSG00000161652,Moderate,Moderate,Weak,Moderate,Weak,Weak
ENSG00000161681,Moderate,Moderate,Weak,Strong,Moderate,Negative
ENSG00000161682,Negative,Negative,Moderate,Moderate,Weak,Moderate
ENSG00000161714,Strong,Strong,Weak,Moderate,Strong,Strong
ENSG00000161791,Negative,Moderate,Negative,Weak,Moderate,Negative
ENSG00000161800,Negative,Weak,Weak,Weak,Moderate,Negative
ENSG00000161847,Negative,Weak,Weak,Moderate,Negative,Negative
ENSG00000161911,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000161914,Weak,Negative,Weak,Moderate,Weak,Negative
ENSG00000161939,Weak,Strong,Moderate,Weak,Strong,Weak
ENSG00000161944,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000161970,Moderate,Moderate,Strong,Strong,Moderate,Strong
ENSG00000161973,Negative,Weak,Weak,Moderate,Weak,Negative
ENSG00000162039,Moderate,Moderate,Negative,Weak,Weak,Weak
ENSG00000162174,Negative,Negative,Weak,Negative,Negative,Negative
ENSG00000162194,Strong,Moderate,Moderate,Moderate,Moderate,Strong
ENSG00000162267,Moderate,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000162298,Strong,Moderate,Weak,Strong,Strong,Weak
ENSG00000162302,Moderate,Moderate,Weak,Weak,Weak,Moderate
ENSG00000162341,Weak,Moderate,Weak,Weak,Strong,Moderate
ENSG00000162377,Moderate,Strong,Negative,Strong,Moderate,Moderate
ENSG00000162378,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000162396,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000162398,Negative,Negative,Negative,Moderate,Moderate,Moderate
ENSG00000162402,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000162407,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000162409,Negative,Negative,Negative,Negative,Negative,Moderate
ENSG00000162415,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000162419,Negative,Moderate,Weak,Weak,Moderate,Negative
ENSG00000162437,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000162458,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000162494,Negative,Weak,Strong,Strong,Moderate,Negative
ENSG00000162510,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000162512,Negative,Weak,Moderate,Weak,Weak,Negative
ENSG00000162520,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000162522,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000162543,Weak,Moderate,Negative,Weak,Weak,Moderate
ENSG00000162572,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000162595,Negative,Moderate,Negative,Negative,Weak,Weak
ENSG00000162598,Strong,Strong,Weak,Strong,Negative,Weak
ENSG00000162607,Negative,Weak,Moderate,Weak,Moderate,Negative
ENSG00000162616,Weak,Moderate,Weak,Weak,Moderate,Negative
ENSG00000162618,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000162620,Moderate,Weak,Weak,Weak,Moderate,Moderate
ENSG00000162623,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000162627,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000162639,Negative,Weak,Negative,Weak,Negative,Weak
ENSG00000162641,Moderate,Moderate,Moderate,Moderate,Weak,Weak
ENSG00000162654,Moderate,Weak,Weak,Moderate,Moderate,Weak
ENSG00000162664,Weak,Negative,Weak,Moderate,Negative,Moderate
ENSG00000162669,Moderate,Moderate,Moderate,Weak,Moderate,Weak
ENSG00000162688,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000162695,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000162704,Moderate,Moderate,Moderate,Moderate,Moderate,Weak
ENSG00000162723,Moderate,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000162734,Negative,Negative,Negative,Moderate,Weak,Negative
ENSG00000162738,Negative,Negative,Negative,Negative,Weak,Negative
ENSG00000162746,Strong,Strong,Moderate,Moderate,Strong,Moderate
ENSG00000162755,Negative,Moderate,Weak,Negative,Weak,Moderate
ENSG00000162761,Moderate,Moderate,Weak,Moderate,Weak,Weak
ENSG00000162771,Weak,Moderate,Weak,Negative,Weak,Negative
ENSG00000162782,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000162783,Strong,Strong,Moderate,Moderate,Strong,Moderate
ENSG00000162804,Moderate,Moderate,Negative,Moderate,Moderate,Strong
ENSG00000162814,Negative,Negative,Negative,Moderate,Negative,Negative
ENSG00000162849,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000162851,Negative,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000162873,Weak,Weak,Negative,Negative,Negative,Moderate
ENSG00000162877,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000162878,Weak,Weak,Moderate,Weak,Moderate,Negative
ENSG00000162882,Strong,Moderate,Weak,Moderate,Weak,Moderate
ENSG00000162891,Negative,Negative,Negative,Negative,Weak,Negative
ENSG00000162892,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000162909,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000162910,Weak,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000162923,Negative,Negative,Negative,Negative,Weak,Negative
ENSG00000162927,Moderate,Weak,Weak,Weak,Negative,Negative
ENSG00000162928,Moderate,Strong,Moderate,Strong,Strong,Strong
ENSG00000162944,Moderate,Moderate,Weak,Moderate,Moderate,Negative
ENSG00000162949,Moderate,Strong,Strong,Strong,Strong,Strong
ENSG00000162980,Negative,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000162989,Negative,Negative,Negative,Weak,Negative,Weak
ENSG00000162999,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000163002,Weak,Moderate,Negative,Strong,Moderate,Negative
ENSG00000163050,Moderate,Strong,Weak,Moderate,Moderate,Strong
ENSG00000163067,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163072,Negative,Moderate,Weak,Weak,Negative,Negative
ENSG00000163083,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000163106,Moderate,Moderate,Negative,Moderate,Weak,Negative
ENSG00000163113,Moderate,Moderate,Moderate,Moderate,Strong,Moderate
ENSG00000163125,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163126,Moderate,Moderate,Moderate,Moderate,Negative,Weak
ENSG00000163141,Moderate,Moderate,Moderate,Weak,Moderate,Weak
ENSG00000163155,Moderate,Weak,Negative,Moderate,Negative,Weak
ENSG00000163166,Moderate,Moderate,Moderate,Strong,Strong,Moderate
ENSG00000163171,Weak,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000163191,Negative,Negative,Negative,Weak,Negative,Weak
ENSG00000163206,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163217,Weak,Weak,Negative,Moderate,Weak,Weak
ENSG00000163219,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163239,Negative,Weak,Negative,Moderate,Moderate,Weak
ENSG00000163273,Negative,Moderate,Moderate,Moderate,Moderate,Weak
ENSG00000163285,Negative,Weak,Negative,Negative,Moderate,Negative
ENSG00000163312,Weak,Weak,Negative,Weak,Weak,Weak
ENSG00000163348,Moderate,Moderate,Negative,Negative,Weak,Weak
ENSG00000163362,Moderate,Weak,Moderate,Moderate,Weak,Moderate
ENSG00000163374,Negative,Moderate,Negative,Negative,Weak,Negative
ENSG00000163376,Moderate,Moderate,Moderate,Strong,Strong,Moderate
ENSG00000163382,Moderate,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000163399,Negative,Moderate,Negative,Negative,Moderate,Negative
ENSG00000163421,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163430,Negative,Negative,Negative,Negative,Negative,Weak
ENSG00000163431,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163440,Strong,Moderate,Weak,Moderate,Strong,Moderate
ENSG00000163453,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163462,Weak,Moderate,Weak,Weak,Negative,Weak
ENSG00000163467,Strong,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000163481,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000163482,Strong,Strong,Moderate,Strong,Moderate,Strong
ENSG00000163508,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000163512,Moderate,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000163516,Negative,Strong,Moderate,Moderate,Moderate,Negative
ENSG00000163519,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163520,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163530,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000163535,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163554,Strong,Strong,Moderate,Strong,Moderate,Weak
ENSG00000163558,Weak,Moderate,Moderate,Moderate,Moderate,Negative
ENSG00000163563,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163568,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000163576,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000163577,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000163581,Strong,Moderate,Negative,Negative,Moderate,Strong
ENSG00000163586,Moderate,Moderate,Weak,Weak,Moderate,Negative
ENSG00000163590,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000163611,Negative,Moderate,Moderate,Negative,Weak,Weak
ENSG00000163624,Negative,Weak,Negative,Negative,Negative,Moderate
ENSG00000163635,Weak,Negative,Negative,Weak,Negative,Negative
ENSG00000163636,Strong,Strong,Strong,Moderate,Strong,Moderate
ENSG00000163638,Moderate,Moderate,Moderate,Moderate,Negative,Moderate
ENSG00000163644,Moderate,Strong,Weak,Moderate,Moderate,Moderate
ENSG00000163659,Negative,Moderate,Negative,Moderate,Weak,Negative
ENSG00000163660,Negative,Strong,Negative,Moderate,Negative,Weak
ENSG00000163661,Negative,Weak,Negative,Negative,Weak,Negative
ENSG00000163687,Moderate,Strong,Weak,Moderate,Moderate,Moderate
ENSG00000163697,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000163701,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000163702,Weak,Moderate,Negative,Negative,Negative,Moderate
ENSG00000163714,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000163737,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163743,Weak,Weak,Negative,Weak,Negative,Weak
ENSG00000163754,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000163785,Moderate,Negative,Moderate,Moderate,Negative,Moderate
ENSG00000163793,Moderate,Moderate,Weak,Moderate,Weak,Moderate
ENSG00000163807,Negative,Moderate,Negative,Moderate,Moderate,Negative
ENSG00000163808,Weak,Moderate,Negative,Weak,Moderate,Weak
ENSG00000163810,Negative,Weak,Weak,Negative,Negative,Negative
ENSG00000163814,Moderate,Weak,Weak,Moderate,Weak,Negative
ENSG00000163820,Weak,Moderate,Moderate,Moderate,Strong,Negative
ENSG00000163875,Negative,Moderate,Negative,Moderate,Moderate,Negative
ENSG00000163877,Weak,Weak,Negative,Weak,Negative,Negative
ENSG00000163884,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000163902,Strong,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000163904,Weak,Moderate,Moderate,Moderate,Moderate,Weak
ENSG00000163915,Weak,Moderate,Negative,Moderate,Moderate,Negative
ENSG00000163918,Negative,Moderate,Weak,Moderate,Negative,Negative
ENSG00000163930,Weak,Strong,Weak,Moderate,Moderate,Weak
ENSG00000163931,Moderate,Strong,Weak,Strong,Moderate,Moderate
ENSG00000163938,Moderate,Moderate,Moderate,Strong,Negative,Moderate
ENSG00000163946,Strong,Strong,Strong,Strong,Moderate,Strong
ENSG00000163947,Negative,Moderate,Negative,Weak,Moderate,Negative
ENSG00000163950,Strong,Moderate,Moderate,Moderate,Moderate,Strong
ENSG00000163964,Negative,Weak,Weak,Negative,Negative,Negative
ENSG00000163995,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000164008,Moderate,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000164022,Weak,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000164024,Moderate,Weak,Moderate,Moderate,Moderate,Moderate
ENSG00000164031,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000164037,Weak,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000164047,Strong,Strong,Strong,Strong,Moderate,Negative
ENSG00000164053,Weak,Strong,Moderate,Strong,Strong,Weak
ENSG00000164056,Moderate,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000164062,Negative,Strong,Negative,Strong,Moderate,Negative
ENSG00000164073,Negative,Weak,Negative,Moderate,Weak,Negative
ENSG00000164080,Negative,Moderate,Strong,Strong,Strong,Weak
ENSG00000164096,Moderate,Moderate,Weak,Strong,Moderate,Negative
ENSG00000164099,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000164107,Strong,Strong,Negative,Strong,Strong,Weak
ENSG00000164109,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000164122,Moderate,Moderate,Negative,Moderate,Moderate,Weak
ENSG00000164134,Weak,Weak,Negative,Weak,Weak,Weak
ENSG00000164142,Negative,Weak,Moderate,Weak,Moderate,Negative
ENSG00000164164,Moderate,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000164167,Negative,Moderate,Weak,Moderate,Moderate,Negative
ENSG00000164171,Weak,Moderate,Moderate,Moderate,Moderate,Negative
ENSG00000164172,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000164188,Strong,Strong,Moderate,Strong,Moderate,Strong
ENSG00000164219,Negative,Weak,Negative,Negative,Weak,Negative
ENSG00000164252,Moderate,Negative,Weak,Moderate,Negative,Moderate
ENSG00000164266,Negative,Strong,Negative,Moderate,Weak,Negative
ENSG00000164284,Moderate,Strong,Weak,Moderate,Moderate,Moderate
ENSG00000164296,Strong,Strong,Strong,Strong,Strong,Moderate
ENSG00000164299,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000164304,Moderate,Moderate,Negative,Moderate,Moderate,Weak
ENSG00000164308,Moderate,Moderate,Moderate,Moderate,Moderate,Weak
ENSG00000164327,Moderate,Moderate,Moderate,Strong,Strong,Moderate
ENSG00000164342,Negative,Weak,Moderate,Moderate,Moderate,Negative
ENSG00000164385,Moderate,Moderate,Weak,Negative,Moderate,Weak
ENSG00000164393,Moderate,Strong,Moderate,Moderate,Strong,Strong
ENSG00000164430,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000164434,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000164440,Negative,Moderate,Negative,Moderate,Moderate,Weak
ENSG00000164451,Negative,Moderate,Negative,Weak,Negative,Weak
ENSG00000164466,Strong,Strong,Strong,Moderate,Moderate,Strong
ENSG00000164485,Moderate,Moderate,Moderate,Moderate,Moderate,Negative
ENSG00000164488,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000164494,Moderate,Strong,Weak,Strong,Strong,Strong
ENSG00000164500,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000164542,Weak,Strong,Strong,Strong,Strong,Strong
ENSG00000164587,Moderate,Moderate,Moderate,Moderate,Weak,Moderate
ENSG00000164597,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000164609,Strong,Moderate,Strong,Strong,Moderate,Strong
ENSG00000164610,Negative,Weak,Negative,Weak,Negative,Weak
ENSG00000164619,Moderate,Moderate,Strong,Moderate,Moderate,Moderate
ENSG00000164645,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000164649,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000164663,Weak,Moderate,Negative,Moderate,Weak,Weak
ENSG00000164674,Negative,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000164675,Negative,Negative,Negative,Weak,Moderate,Moderate
ENSG00000164684,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000164690,Negative,Moderate,Negative,Negative,Negative,Weak
ENSG00000164691,Moderate,Negative,Negative,Negative,Moderate,Moderate
ENSG00000164694,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000164695,Negative,Moderate,Weak,Weak,Moderate,Strong
ENSG00000164713,Weak,Moderate,Negative,Negative,Negative,Negative
ENSG00000164733,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000164736,Moderate,Moderate,Negative,Moderate,Moderate,Weak
ENSG00000164741,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000164743,Moderate,Strong,Moderate,Moderate,Strong,Moderate
